Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.70;0.70;73.6;;75.1;;76.6;;78.1;;79.6;;81.6;;83.6;;85.7;;87.7;;89.7;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;21.0;;21.7;;22.4;;23.1;;23.8;;24.5;;25.1;;25.8;;26.5;;27.2;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;36.5;;38.0;;39.8;;41.6;;43.4;;46.3;;49.2;;52.1;;55.1;;58.0;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;33.1;;34.3;;35.9;;37.5;;39.1;;41.0;;43.0;;44.9;;46.9;;48.9;;;;;;;
U;LARGO DE CUELLO RECTILINEO;;C;CRITICA;;;39.5;;39.5;;42.0;;42.0;;44.5;;44.5;;47.0;;47.0;;49.5;;49.5;;;;;;;
V;ALTO DE CUELLO CENTRO;;C;CRITICA;;;9.2;;9.2;;9.2;;9.2;;9.2;;9.7;;9.7;;9.7;;9.7;;9.7;;;;;;;
W;ALTO DE CUELLO  EN PUNTA;;C;CRITICA;;;6.7;;6.7;;6.7;;6.7;;6.7;;7.2;;7.2;;7.2;;7.2;;7.2;;;;;;;
X;LARGO DE PUÑO RECTILINEO;;C;CRITICA;;;30.4;;31.6;;33.0;;34.4;;35.8;;37.6;;39.4;;41.2;;43.0;;44.8;;;;;;;
Y;ALTO DE PUÑO;;C;CRITICA;;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;;;;;;
B1;LARGO DE TAJO PECHERA;;P;CRITICA;;;15.2;;15.2;;15.2;;15.2;;15.2;;15.2;;15.2;;15.2;;15.2;;15.2;;;;;;;
C1;ANCHO DE TAJO PECHERA;;P;CRITICA;;;2.1;;2.1;;2.1;;2.1;;2.1;;2.1;;2.1;;2.1;;2.1;;2.1;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
