C;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;17  1/2 ;;18  1/4 ;;19      ;;19  3/4 ;;20  1/2 ;;21  1/4 ;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19      ;;19  3/4 ;;20  1/2 ;;21  1/4 ;;22      ;;22  3/4 ;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;;;7  1/2 ;;8      ;;8  1/2 ;;9      ;;9  9/16;;10  3/16;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;;;9  1/4 ;;9 11/16;;10  3/16;;10 11/16;;11  3/16;;11  3/4 ;;;;;;;;;;;;;;;
G;ANCHO DE PECHO EN SISA DELANTERO-ESPALDA;;P;CRITICA;;;21  5/8 ;;22  5/8 ;;23 15/16;;25  7/16;;27      ;;28  3/4 ;;;;;;;;;;;;;;;
H;ANCHO DE FALDON DELANTERO*ESPALDA;;P;CRITICA;  5/16;  1/4 ;20  1/2 ;;21  1/2 ;;22  3/4 ;;24  1/4 ;;25 15/16;;27 11/16;;;;;;;;;;;;;;;
I;ABERTURA CUELLO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;6  3/4 ;;6 15/16;;7  3/16;;7  7/16;;7 11/16;;7  7/8 ;;;;;;;;;;;;;;;
J;CAIDA CUELLO DELANTERO;;P;CRITICA;  5/16;  3/8 ;3 11/16;;3 15/16;;4  3/16;;4  7/16;;4 11/16;;4 15/16;;;;;;;;;;;;;;;
L;UBICACION DE MEDIO PECHO DELANTERO;;P;CRITICA;;;6  3/8 ;;6  3/8 ;;6  3/8 ;;6  3/8 ;;6  3/8 ;;6  3/8 ;;;;;;;;;;;;;;;
LL;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;15  5/8 ;;16  3/8 ;;17  1/8 ;;17  7/8 ;;18  5/8 ;;19  3/8 ;;;;;;;;;;;;;;;
M;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;  3/8 ;  1/4 ;8      ;;8  1/4 ;;8  1/2 ;;8  3/4 ;;9      ;;9  1/4 ;;;;;;;;;;;;;;;
N;CAIDA DE CUELLO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;
Ñ;UBICACIO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;8  1/8 ;;8  1/8 ;;8  1/8 ;;8  1/8 ;;8  1/8 ;;8  1/8 ;;;;;;;;;;;;;;;
O;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;16  7/8 ;;17  5/8 ;;18  3/8 ;;19  1/8 ;;19  7/8 ;;20  5/8 ;;;;;;;;;;;;;;;
P;ANCHO DE MANGA BICEP;;P;CRITICA;;;17  5/16;;17 13/16;;18  9/16;;19  9/16;;20  9/16;;21  9/16;;;;;;;;;;;;;;;
Q;LARGO DE MANGA;;P;CRITICA;;;9  3/4 ;;10  1/8 ;;10  1/2 ;;10  7/8 ;;11  1/4 ;;11  5/8 ;;;;;;;;;;;;;;;
R;ABERTURA DE MANGA;;P;CRITICA;;;15  7/16;;15 15/16;;16  3/4 ;;17  3/4 ;;18  3/4 ;;19  3/4 ;;;;;;;;;;;;;;;
S;ANCHO DE CUELLO RIB;;C;CRITICA;  3/8 ;  3/8 ;17 11/16;;18  7/16;;19  1/8 ;;19 13/16;;20  1/2 ;;21  3/16;;;;;;;;;;;;;;;
T;ALTO DE CUELLO RIB;;C;CRITICA;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;;;
U;ANCHO DE TAPETE HOMBRO A HOMBRO;;C;CRITICA;  3/8 ;  3/8 ;25  1/4 ;;26      ;;26  3/4 ;;27  1/2 ;;28  1/4 ;;29      ;;;;;;;;;;;;;;;
V;ALTO DE TAPETE DE HOMBRO A HOMBRO;;C;CRITICA;;;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;; ;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
