C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;14  3/4 ;;15  5/16;;15 13/16;;16  5/16;;16 13/16;;17  5/16;;;;;;;;;;;;;;;
X;ANCHO DE HOMBRO INDIVIDUAL DELANTERO -ESPALDA;;P;CRITICA;;;2 11/16;;2 13/16;;2 15/16;;3      ;;3  3/16;;3  5/16;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/8 ;9      ;;9  1/2 ;;10  1/8 ;;10 11/16;;11  3/8 ;;12      ;;;;;;;;;;;;;;;
E;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;31  9/16;;32  1/16;;32 11/16;;33  5/16;;33  9/16;;33 13/16;;;;;;;;;;;;;;;
F;ANCHO DE PECHO  ESPALDA-DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;24  1/16;;25 13/16;;27 13/16;;29 13/16;;31 13/16;;33 13/16;;;;;;;;;;;;;;;
G;ANCHO DE FALDON ESPALDA-DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;26  5/8 ;;28  7/16;;30  7/16;;32  7/16;;34  7/16;;36  7/16;;;;;;;;;;;;;;;
H;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;10  1/8 ;;10  5/16;;10  9/16;;10 13/16;;11      ;;11  1/4 ;;;;;;;;;;;;;;;
I;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;6  5/16;;6  9/16;;6 11/16;;6 15/16;;7  1/16;;7  5/16;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  1/4 ;  1/4 ;15  1/8 ;;15  5/8 ;;16  1/8 ;;16  5/8 ;;17  1/8 ;;17  5/8 ;;;;;;;;;;;;;;;
K;SISA RECTA DELANTERO ;;P;CRITICA;  5/16;  3/8 ;8      ;;8  1/2 ;;9  1/8 ;;9  3/4 ;;10  7/16;;11  1/8 ;;;;;;;;;;;;;;;
L;LARGO DE CUERPO DELANTERO ;;P;CRITICA;  5/16;  1/4 ;31  1/8 ;;31  5/8 ;;32  1/4 ;;32  7/8 ;;33  1/8 ;;33  3/8 ;;;;;;;;;;;;;;;
M;LARGO DE CUELLO BORDE;;C;CRITICA;;;25 13/16;;26  9/16;;27  5/16;;28  1/16;;28 13/16;;29  9/16;;;;;;;;;;;;;;;
N;LARGO DE CUELLO CENTRO;;C;CRITICA;;;25  1/2 ;;26  1/4 ;;27      ;;27  3/4 ;;28  1/2 ;;29  1/4 ;;;;;;;;;;;;;;;
O;ALTO DE CUELLO;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
P;LARGO DE TAPETE;;C;CRITICA;;;15  1/2 ;;15  3/4 ;;16      ;;16  1/4 ;;16  1/2 ;;16  3/4 ;;;;;;;;;;;;;;;
Q;ALTO DE TAPETE;;C;CRITICA;  1/4 ;  1/4 ;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
R;LARGO DE PIEZA SISA EN BORDE;;C;CRITICA;;;19  7/8 ;;21  3/4 ;;23  1/2 ;;25  1/4 ;;26  7/8 ;;28  3/4 ;;;;;;;;;;;;;;;
S;LARGO DE PIEZA SISA EN CENTRO;;C;CRITICA;  1/4 ;  1/4 ;19 11/16;;21  7/16;;23  3/16;;24 15/16;;26 11/16;;28  7/16;;;;;;;;;;;;;;;
T;ALTO DE PIEZA SISA;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;7  3/8 ;;7  3/8 ;;7  3/8 ;;7  3/8 ;;7  3/8 ;;7  3/8 ;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;14  3/8 ;;14  7/8 ;;15  3/8 ;;15  7/8 ;;16  3/8 ;;16  7/8 ;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;6  1/2 ;;6  1/2 ;;6  1/2 ;;6  1/2 ;;6  1/2 ;;6  1/2 ;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;14  3/8 ;;14  7/8 ;;15  3/8 ;;15  7/8 ;;16  3/8 ;;16  7/8 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
