C;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;3 3/8;;3 1/2;;3 5/8;;3 3/4;;3 7/8;;4 1/8;;4 1/4;;;;;;;;;;;;;
D;LARGO DE TAJO DELANTERO;;P;CRITICA;;;3 1/2;;3 3/4;;3 7/8;;4 1/8;;4 1/8;;4 3/8;;4 3/8;;;;;;;;;;;;;
E;ANCHO DE TAJO DELANTERO;;P;CRITICA;;; 3/8;; 3/8;; 3/8;; 3/8;; 3/8;; 3/8;; 3/8;;;;;;;;;;;;;
F;SISA RECTA DELANTERO ;;P;CRITICA;;;6 7/8;;7 3/8;;7 7/8;;8 3/8;;8 3/4;;9 7/8;;10 5/8;;;;;;;;;;;;;
G;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  3/16;  3/16;17 1/8;;17 7/8;;18 5/8;;19 5/8;;20 5/8;;22 3/8;;23 7/8;;;;;;;;;;;;;
H;ANCHO DE HOMBRO INDIVIDUAL DELANTERO/ESPALDA;;P;CRITICA;;;6    ;;6 1/4;;6 1/2;;6 3/4;;7 1/4;;7 3/4;;8 3/8;;;;;;;;;;;;;
I;UBICACIÓN DE MEDIO PECHO DELANTERO;;P;CRITICA;;;5 7/8;;6 1/8;;6 3/8;;6 5/8;;6 7/8;;7 3/8;;7 3/4;;;;;;;;;;;;;
J;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/16;  3/16;15 1/4;;16    ;;16 3/4;;17 3/4;;18 3/4;;20 1/2;;22    ;;;;;;;;;;;;;
K;ANCHO DE PECHO DELANTERO Y ESPALDA EN SISA;;P;CRITICA;  3/16;  3/16;20 1/4;;21 1/4;;22 1/4;;23 3/4;;25 1/4;;28 3/4;;31 1/4;;;;;;;;;;;;;
L;UBICACIÓN DE CINTURA DESDE SISA;;P;CRITICA;;;7 1/8;;7 5/8;;8 1/8;;8 3/8;;8 5/8;;8 3/4;;8 3/4;;;;;;;;;;;;;
M;ANCHO DE CINTURA DELANTERO Y ESPALDA ;;P;CRITICA;  3/16;  3/16;19    ;;20 1/4;;21 1/4;;22 3/4;;24 1/4;;28 1/4;;30 3/4;;;;;;;;;;;;;
N;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/16;  3/16;19 1/4;;20 1/2;;21 1/2;;23    ;;24 1/2;;28    ;;30 1/2;;;;;;;;;;;;;
P;LARGO DE CUERPO ESPALDA;;P;CRITICA;  1/8 ;  1/4 ;29 3/8;;30 3/8;;31 3/8;;32 3/8;;33 3/8;;34 3/8;;35 3/8;;;;;;;;;;;;;
Q;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;7 5/8;;7 7/8;;8    ;;8 1/4;;8 1/2;;9    ;;9 1/2;;;;;;;;;;;;;
R;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1 7/8;;1 7/8;;2    ;;2    ;;2 1/8;;2 1/8;;2 1/4;;;;;;;;;;;;;
S;SISA RECTA ESPALDA;;P;CRITICA;;;8 5/8;;9 1/8;;9 5/8;;10    ;;10 3/8;;11 1/2;;12 1/8;;;;;;;;;;;;;
T;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/16;  3/16;18 1/2;;19 1/4;;20    ;;21    ;;22    ;;23 3/4;;25 1/4;;;;;;;;;;;;;
U;UBICACIÓN DE MEDIO PECHO ESPALDA;;P;CRITICA;;;7 3/4;;8    ;;8 1/4;;8 1/2;;8 3/4;;9 1/4;;9 5/8;;;;;;;;;;;;;
V;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/16;  3/16;15 3/4;;16 1/2;;17 1/4;;18 1/4;;19 1/4;;21    ;;22 1/2;;;;;;;;;;;;;
X;LARGO DE MANGA;;P;CRITICA;  3/16;  1/4 ;9 1/8;;9 3/4;;10 3/8;;10 7/8;;11 3/8;;11 3/4;;12 1/4;;;;;;;;;;;;;
Y;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/16;  3/16;16 1/4;;17    ;;17 7/8;;18 7/8;;19 3/4;;22 1/8;;23 5/8;;;;;;;;;;;;;
Z;ANCHO DE BOCA DE MANGA ;;P;CRITICA;;;12 7/8;;14    ;;15 1/8;;16 1/8;;17 1/4;;18 1/2;;20    ;;;;;;;;;;;;;
C1;ANCHO DE PECHERA SUPERIOR E INFERIOR;;C;CRITICA;;;2 3/8;;2 3/8;;2 3/8;;2 3/8;;2 3/8;;2 3/8;;2 3/8;;;;;;;;;;;;;
D1;LARGO DE PECHERA SUPERIOR E INFERIOR;;C;CRITICA;;;7    ;;7 1/4;;7 1/4;;7 1/2;;7 1/2;;7 3/4;;7 3/4;;;;;;;;;;;;;
E1;ANCHO DE PARCHE ESPALDA;;C;CRITICA;;;6 7/8;;7 1/8;;7 3/8;;7 5/8;;7 7/8;;8 3/8;;8 7/8;;;;;;;;;;;;;
F1;LARGO DE PARCHE ESPALDA;;C;CRITICA;;;4    ;;4 1/8;;4 1/4;;4 3/8;;4 1/2;;4 3/4;;5    ;;;;;;;;;;;;;
H1;ALTO DE CUELLO;;C;CRITICA;;;1 1/4;;1 1/4;;1 1/4;;1 1/4;;1 1/4;;1 1/4;;1 1/4;;;;;;;;;;;;;
I1;ANCHO DE CUELLO;;C;CRITICA;;;10 7/8;;10 7/8;;10 7/8;;10 3/4;;10 3/4;;10 3/4;;10 3/4;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
