B;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;;2.0%;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;18  5/8 ;;19  5/8 ;;20  5/8 ;;21  5/8 ;;22  5/8 ;;23  5/8 ;;;;;;;;;;;;;;;;;;3.0%;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;6  7/8 ;;6  7/8 ;;6  7/8 ;;6  7/8 ;;6  7/8 ;;6  7/8 ;;;;;;;;;;;;;;;;;;1.0%;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;  3/8 ;  3/8 ;16  1/16;;17  1/16;;18  1/16;;19  1/16;;20  1/16;;21  1/16;;;;;;;;;;;;;;;;;;8/07/2023;;;
F;SISA RECTA ESPALDA;;P;CRITICA;  3/8 ;  3/16;8 15/16;;9  7/16;;9 15/16;;10  7/16;;11      ;;11  7/16;;;;;;;;;;;;;;;;;;MOLDE ESPECIAL;;;
G;ANCHO DE PECHO ESPALDA -DELANTERO;;P;CRITICA;  3/8 ;3/16;20  7/8 ;;21  7/8 ;;22  7/8 ;;23  7/8 ;;25  3/8 ;;27  1/8 ;;;;;;;;;;;;;;;;;;3.0%;;;
H;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICA;  3/8 ;3/16;20  1/2 ;;21  1/2 ;;22  1/2 ;;23  1/2 ;;25      ;;26  3/4 ;;;;;;;;;;;;;;;;;;5.0%;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;29  5/8 ;;30  5/8 ;;31  5/8 ;;32  5/8 ;;33  7/8 ;;35  1/8 ;;;;;;;;;;;;;;;;;;2.0%;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;6      ;;6  3/8 ;;6  3/4 ;;7  1/8 ;;7  7/16;;7 11/16;;;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;6  1/2 ;;6  3/4 ;;6 15/16;;7  3/16;;7  7/16;;7 15/16;;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;3      ;;3  1/4 ;;3  1/2 ;;3  3/4 ;;4      ;;4  1/4 ;;;;;;;;;;;;;;;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;.375;17  7/8 ;;18  7/8 ;;19  7/8 ;;20  7/8 ;;21  7/8 ;;22  7/8 ;;;;;;;;;;;;;;;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;;;;;;;;;;;;;;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;  3/8 ;.375;16  1/16;;17  1/16;;18  1/16;;19  1/16;;20  1/16;;21  1/16;;;;;;;;;;;;;;;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;  3/8 ;  3/16;7 15/16;;8  7/16;;8 15/16;;9  7/16;;9 15/16;;10  7/16;;;;;;;;;;;;;;;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;28  5/8 ;;29  5/8 ;;30  5/8 ;;31  5/8 ;;32  7/8 ;;34  1/8 ;;;;;;;;;;;;;;;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;27      ;;27      ;;26  1/2 ;;26  3/8 ;;25  7/8 ;;26  1/2 ;;;;;;;;;;;;;;;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;  3/8 ;3/16;15      ;;16  1/8 ;;17  3/8 ;;18  1/8 ;;18  7/8 ;;19  5/8 ;;;;;;;;;;;;;;;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;3/16;8      ;;8  1/2 ;;9      ;;9  1/2 ;;10      ;;10  1/2 ;;;;;;;;;;;;;;;;;;;;;
U;LARGO DE CUELLO ;;C;CRITICA;;;16 15/16;;17 11/16;;18  7/16;;19  1/8 ;;19  7/8 ;;21      ;;;;;;;;;;;;;;;;;;;;;
V;ALTO DE CUELLO ;;C;CRITICA;;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;;;;;;;;;;;;;;;;;;;;
W;LARGO DE TAPETE ;;C;CRITICA;;;13  1/16;;13  5/16;;13  9/16;;13 13/16;;14  1/16;;14  1/2 ;;;;;;;;;;;;;;;;;;;;;
X;ALTO DE TAPETE ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;;;;;
Y;ANCHO  PUÑO;;C;CRITICA;;;7  1/8 ;;7  5/8 ;;8  1/8 ;;8  5/8 ;;9  1/8 ;;9  5/8 ;;;;;;;;;;;;;;;;;;;;;
Z;ALTO DE PUÑO;;C;CRITICA;;;6  1/4 ;;6  1/4 ;;6  1/4 ;;6  1/4 ;;6  1/4 ;;6  1/4 ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
